Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY201026C220,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.195,.00,--,117.89,117.47,H,117.92,H,26 OCT 20,220,.04,W,.05,W,SPY201026P220,0, ,0,<empty>,0.43%,99.57%,0.85%,.00,0,-.01,.01,<empty>,0,.045,.00,59.37%,0,,
SPY201026C225,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.15,.00,--,112.89,112.52,X,112.96,H,26 OCT 20,225,.05,Z,.06,W,SPY201026P225,.08,C,-.02,3,0.52%,99.48%,1.02%,.00,0,-.01,.01,3,1,.055,.00,57.69%,0,,
SPY201026C230,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.175,.00,--,107.89,107.49,H,107.94,A,26 OCT 20,230,.06,P,.07,W,SPY201026P230,.09,C,-.02,3,0.61%,99.39%,1.20%,.00,0,-.01,.01,3,6,.065,.00,55.81%,0,,
SPY201026C235,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.005,.00,--,102.89,102.62,H,103.15,I,26 OCT 20,235,.06,W,.08,W,SPY201026P235,.11,A,-.13,300,0.67%,99.33%,1.31%,.00,0,-.01,.01,300,301,.07,.00,53.39%,0,,
SPY201026C240,0, ,0,<empty>,93.70%,6.30%,12.05%,.02,0,-.11,.10,<empty>,0,.105,.00,78.25%,97.89,97.77,N,98.22,A,26 OCT 20,240,.08,Z,.09,W,SPY201026P240,.09,C,0,0,0.81%,99.19%,1.58%,.00,0,-.01,.01,0,5,.085,.00,51.70%,0,,
SPY201026C245,0, ,0,<empty>,94.06%,5.94%,11.41%,.02,0,-.08,.10,<empty>,0,.075,.00,72.57%,92.89,92.75,H,93.18,N,26 OCT 20,245,.09,W,.10,W,SPY201026P245,.10,C,0,0,0.91%,99.09%,1.78%,.00,0,-.01,.02,0,15,.095,.00,49.52%,0,,
SPY201026C250,0, ,0,<empty>,94.30%,5.70%,10.97%,.02,0,-.08,.10,<empty>,0,.075,.00,67.41%,87.89,87.73,A,88.20,N,26 OCT 20,250,.11,W,.12,W,SPY201026P250,.38,M,-.11,2,1.10%,98.90%,2.14%,.00,0,-.02,.02,2,5,.115,.00,47.81%,0,,
SPY201026C255,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.005,.00,--,82.89,82.66,A,83.11,Z,26 OCT 20,255,.13,Z,.14,W,SPY201026P255,.60,N,<empty>,1,1.29%,98.71%,2.53%,.00,0,-.02,.02,1,1,.135,.00,45.94%,0,,
SPY201026C260,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.035,.00,--,77.89,77.63,Z,78.08,C,26 OCT 20,260,.15,W,.17,W,SPY201026P260,.28,A,-.25,1,1.53%,98.47%,2.99%,.00,0,-.02,.03,1,43,.16,.00,44.08%,0,,
SPY201026C265,0, ,0,<empty>,94.92%,5.08%,9.86%,.02,0,-.08,.09,<empty>,0,.08,.00,53.16%,72.89,72.75,X,73.19,H,26 OCT 20,265,.18,W,.20,W,SPY201026P265,.33,I,-.40,3,1.82%,98.18%,3.56%,.00,0,-.02,.03,3,464,.19,.00,42.24%,0,,
SPY201026C270,0, ,0,<empty>,95.39%,4.61%,8.96%,.02,0,-.01,.09,<empty>,0,.005,.00,47.92%,67.89,67.67,Z,68.12,X,26 OCT 20,270,.22,W,.23,Z,SPY201026P270,.28,P,0,0,2.16%,97.84%,4.23%,.00,0,-.03,.04,0,642,.225,.00,40.38%,0,,
SPY201026C275,0, ,0,<empty>,95.04%,4.96%,9.65%,.03,0,-.08,.09,<empty>,0,.125,.00,44.99%,62.89,62.79,N,63.24,X,26 OCT 20,275,.27,Z,.28,W,SPY201026P275,.34,Z,0,0,2.64%,97.36%,5.17%,-.01,0,-.03,.04,0,297,.275,.00,38.68%,0,,
SPY201026C280,51.42,P,<empty>,1,94.89%,5.11%,9.96%,.04,0,-.07,.09,1,1,.18,.00,41.51%,57.89,57.84,X,58.30,W,26 OCT 20,280,.33,Z,.34,W,SPY201026P280,.43,P,0,0,3.21%,96.79%,6.29%,-.01,0,-.04,.05,0,407,.335,.00,36.93%,0,,
SPY201026C285,0, ,0,<empty>,94.14%,5.86%,11.43%,.05,0,-.07,.10,<empty>,0,.335,.00,39.23%,52.89,52.99,H,53.46,H,26 OCT 20,285,.41,P,.42,W,SPY201026P285,.46,Z,0,0,3.97%,96.03%,7.77%,-.01,0,-.04,.07,0,303,.415,.00,35.26%,0,,
SPY201026C290,37.68,I,<empty>,2,93.12%,6.88%,13.43%,.07,0,-.07,.11,2,1,.51,.00,37.14%,47.89,48.19,X,48.61,X,26 OCT 20,290,.52,W,.54,W,SPY201026P290,.59,I,0,0,5.02%,94.98%,9.82%,-.01,0,-.05,.08,0,271,.53,.00,33.76%,0,,
SPY201026C295,32.35,C,<empty>,1,92.35%,7.65%,14.94%,.08,0,-.07,.12,1,1,.605,.00,34.30%,42.89,43.27,H,43.72,H,26 OCT 20,295,.68,Z,.70,X,SPY201026P295,.71,C,0,0,6.43%,93.57%,12.57%,-.01,0,-.06,.10,0,669,.69,.00,32.36%,0,,
SPY201026C300,28.66,I,<empty>,1,90.44%,9.56%,18.67%,.10,0,-.08,.14,1,1,.875,.00,32.79%,37.89,38.54,A,38.99,X,26 OCT 20,300,.89,P,.91,W,SPY201026P300,1.22,C,0,0,8.24%,91.76%,16.11%,-.02,0,-.07,.12,0,740,.90,.00,30.95%,0,,
SPY201026C305,25.12,D,<empty>,1,88.78%,11.22%,21.92%,.12,0,-.08,.15,1,102,1.055,.01,30.34%,32.89,33.74,N,34.15,A,26 OCT 20,305,1.20,W,1.23,W,SPY201026P305,1.44,E,0,0,10.77%,89.23%,21.05%,-.02,0,-.09,.15,0,727,1.215,.01,29.79%,0,,
SPY201026C310,26.57,A,+4.38,2,85.49%,14.51%,28.32%,.13,0,-.10,.19,2,677,1.50,.01,29.17%,27.89,29.23,X,29.55,W,26 OCT 20,310,1.61,W,1.64,X,SPY201026P310,1.69,A,0,0,13.96%,86.04%,27.27%,-.03,0,-.10,.18,0,956,1.625,.01,28.56%,0,,
SPY201026C315,22.37,M,+.43,2,81.03%,18.97%,36.98%,.14,0,-.12,.23,2,434,2.16,.01,28.35%,22.89,24.92,X,25.18,Q,26 OCT 20,315,2.14,Z,2.19,W,SPY201026P315,2.48,A,0,0,17.99%,82.01%,35.10%,-.04,0,-.12,.22,0,"2,635",2.165,.01,27.30%,0,,
SPY201026C320,20.70,E,0,0,76.60%,23.40%,45.59%,.15,0,-.13,.26,0,233,2.735,.01,26.41%,17.89,20.49,A,20.76,A,26 OCT 20,320,2.89,Z,2.93,X,SPY201026P320,3.82,Q,0,0,23.15%,76.85%,45.12%,-.05,0,-.13,.26,0,"1,271",2.91,.01,26.14%,0,,
SPY201026C321,10.30,Q,-3.23,6,75.40%,24.60%,47.90%,.15,0,-.13,.27,6,33,2.92,.01,26.20%,16.89,19.67,H,19.95,A,26 OCT 20,321,3.02,I,3.07,X,SPY201026P321,3.80,Z,0,0,24.18%,75.82%,47.11%,-.06,0,-.14,.27,0,469,3.045,.01,25.75%,0,,
SPY201026C322,12.96,D,+1.06,11,73.98%,26.02%,50.64%,.15,0,-.13,.28,11,96,3.17,.01,26.20%,15.89,18.94,A,19.18,X,26 OCT 20,322,3.20,W,3.24,X,SPY201026P322,4.05,A,0,0,25.38%,74.62%,49.42%,-.06,0,-.14,.28,0,182,3.22,.01,25.49%,0,,
SPY201026C323,16.18,H,0,0,72.72%,27.28%,53.08%,.15,0,-.14,.29,0,178,3.37,.01,25.97%,14.89,18.13,N,18.39,A,26 OCT 20,323,3.41,X,3.46,Z,SPY201026P323,3.92,I,0,0,26.71%,73.29%,52.01%,-.06,0,-.14,.28,0,613,3.435,.01,25.32%,0,,
SPY201026C324,15.60,C,0,0,71.72%,28.28%,55.03%,.15,0,-.14,.29,0,90,3.475,.01,25.37%,13.89,17.24,A,17.49,A,26 OCT 20,324,3.60,H,3.66,N,SPY201026P324,4.95,M,0,0,28.00%,72.00%,54.50%,-.06,0,-.14,.29,0,344,3.63,.01,25.05%,0,,
SPY201026C325,14.20,N,0,0,70.42%,29.58%,57.55%,.14,0,-.14,.30,0,67,3.67,.01,25.06%,12.89,16.44,A,16.68,H,26 OCT 20,325,3.80,X,3.84,Z,SPY201026P325,5.13,W,0,0,29.30%,70.70%,57.01%,-.07,0,-.15,.30,0,957,3.82,.01,24.72%,0,,
SPY201026C326,15.58,C,0,0,68.76%,31.24%,60.75%,.14,0,-.14,.31,0,202,3.995,.02,25.13%,11.89,15.77,A,16.00,N,26 OCT 20,326,4.00,X,4.05,Z,SPY201026P326,4.39,C,0,0,30.67%,69.33%,59.66%,-.07,0,-.15,.31,0,92,4.025,.02,24.41%,0,,
SPY201026C327,12.73,I,0,0,67.54%,32.46%,63.11%,.14,0,-.14,.31,0,210,4.14,.02,24.58%,10.89,14.93,N,15.13,N,26 OCT 20,327,4.25,H,4.32,Q,SPY201026P327,4.30,Z,0,0,32.20%,67.80%,62.62%,-.07,0,-.15,.31,0,22,4.285,.02,24.23%,0,,
SPY201026C328,13.98,Z,0,0,65.81%,34.19%,66.42%,.14,0,-.15,.32,0,295,4.485,.02,24.62%,9.89,14.27,A,14.48,N,26 OCT 20,328,4.49,A,4.55,Z,SPY201026P328,4.94,Z,0,0,33.69%,66.31%,65.50%,-.08,0,-.15,.32,0,70,4.52,.02,23.94%,0,,
SPY201026C329,12.29,M,0,0,64.34%,35.66%,69.28%,.14,0,-.15,.33,0,145,4.715,.02,24.25%,8.89,13.50,A,13.71,N,26 OCT 20,329,4.71,W,4.77,W,SPY201026P329,5.60,M,0,0,35.18%,64.82%,68.38%,-.08,0,-.15,.33,0,272,4.74,.02,23.55%,0,,
SPY201026C330,13.25,P,0,0,62.76%,37.24%,72.30%,.14,0,-.15,.33,0,258,4.975,.02,23.94%,7.89,12.75,X,12.98,H,26 OCT 20,330,4.99,Z,5.05,X,SPY201026P330,5.27,Z,0,0,36.84%,63.16%,71.56%,-.09,0,-.15,.33,0,718,5.02,.02,23.31%,0,,
SPY201026C331,10.65,M,0,0,61.08%,38.92%,75.54%,.13,0,-.15,.34,0,192,5.28,.02,23.72%,6.89,12.08,X,12.26,N,26 OCT 20,331,5.26,Z,5.32,W,SPY201026P331,6.94,A,0,0,38.50%,61.50%,74.76%,-.09,0,-.15,.34,0,55,5.29,.02,22.99%,0,,
SPY201026C332,9.16,A,0,0,59.47%,40.53%,78.63%,.13,0,-.15,.34,0,38,5.515,.02,23.25%,5.89,11.26,A,11.55,N,26 OCT 20,332,5.57,W,5.62,W,SPY201026P332,6.29,N,0,0,40.26%,59.74%,78.14%,-.10,0,-.16,.34,0,134,5.595,.02,22.73%,0,,
SPY201026C333,8.72,M,0,0,57.68%,42.32%,82.08%,.13,0,-.15,.35,0,105,5.855,.02,23.03%,4.89,10.59,A,10.90,X,26 OCT 20,333,5.88,Z,5.94,W,SPY201026P333,7.51,M,0,0,42.06%,57.94%,81.61%,-.10,0,-.16,.35,0,56,5.91,.02,22.45%,0,,
SPY201026C334,9.60,N,0,0,55.99%,44.01%,85.34%,.13,0,-.15,.35,0,121,6.065,.02,22.40%,3.89,9.84,C,10.07,X,26 OCT 20,334,6.20,P,6.27,Q,SPY201026P334,8.09,A,0,0,43.92%,56.08%,85.17%,-.10,0,-.16,.35,0,135,6.235,.02,22.15%,0,,
SPY201026C335,9.38,C,+.92,3,54.01%,45.99%,89.11%,.12,0,-.15,.35,3,417,6.51,.02,22.39%,2.89,9.32,X,9.48,H,26 OCT 20,335,6.55,W,6.61,Z,SPY201026P335,8.43,C,0,0,45.83%,54.17%,88.84%,-.11,0,-.15,.35,0,191,6.58,.02,21.85%,0,,
SPY201026C336,7.60,M,0,0,52.12%,47.88%,92.73%,.12,0,-.15,.36,0,32,6.805,.02,21.90%,1.89,8.62,X,8.77,A,26 OCT 20,336,6.91,Z,6.97,X,SPY201026P336,7.64,M,0,0,47.80%,52.20%,92.61%,-.11,0,-.15,.36,0,212,6.94,.02,21.55%,0,,
SPY201026C337,6.54,M,0,0,50.10%,49.90%,96.57%,.12,0,-.15,.36,0,79,7.27,.02,21.84%,.89,8.08,X,8.24,X,26 OCT 20,337,7.29,I,7.36,A,SPY201026P337,8.77,A,0,0,49.83%,50.17%,96.48%,-.12,0,-.15,.36,0,10,7.325,.02,21.26%,0,,
SPY201026C338,6.27,W,0,0,48.08%,51.92%,99.52%,.11,0,-.14,.36,0,91,7.505,.02,21.38%,0,7.47,W,7.54,W,26 OCT 20,338,7.70,I,7.77,W,SPY201026P338,7.78,C,0,0,51.91%,48.09%,99.51%,-.12,0,-.15,.36,0,3,7.625,.02,20.99%,.11,,
SPY201026C339,5.32,A,0,0,46.01%,53.99%,95.15%,.11,0,-.14,.36,0,131,6.99,.02,21.26%,0,6.96,Q,7.02,P,26 OCT 20,339,8.12,W,8.20,W,SPY201026P339,8.58,A,0,0,54.04%,45.96%,95.02%,-.13,0,-.15,.36,0,22,7.05,.02,20.69%,1.11,,
SPY201026C340,5.74,I,0,0,43.88%,56.12%,90.64%,.10,0,-.14,.36,0,404,6.38,.02,20.81%,0,6.35,P,6.41,Z,26 OCT 20,340,8.65,W,8.72,Z,SPY201026P340,9.21,C,0,0,56.16%,43.84%,90.55%,-.14,0,-.15,.36,0,29,6.575,.02,20.62%,2.11,,
SPY201026C341,5.16,N,0,0,41.75%,58.25%,86.18%,.10,0,-.14,.36,0,18,5.89,.02,20.64%,0,5.86,W,5.92,P,26 OCT 20,341,9.13,W,9.20,Z,SPY201026P341,11.38,C,-7.99,1,58.33%,41.67%,85.99%,-.14,0,-.15,.36,1,17,6.055,.02,20.36%,3.11,,
SPY201026C342,4.01,Z,0,0,39.57%,60.43%,81.59%,.09,0,-.13,.35,0,128,5.375,.02,20.34%,0,5.35,Z,5.40,Z,26 OCT 20,342,9.45,N,9.61,N,SPY201026P342,0, ,0,<empty>,60.69%,39.31%,81.03%,-.15,0,-.14,.35,<empty>,0,5.42,.02,19.71%,4.11,,
SPY201026C343,4.66,C,0,0,37.50%,62.50%,77.27%,.09,0,-.13,.35,0,13,4.98,.02,20.31%,0,4.95,W,5.01,W,26 OCT 20,343,10.00,Z,10.20,H,SPY201026P343,0, ,0,<empty>,62.88%,37.12%,76.45%,-.15,0,-.14,.35,<empty>,0,4.99,.02,19.57%,5.11,,
SPY201026C344,4.30,I,0,0,35.18%,64.82%,72.42%,.08,0,-.13,.34,0,60,4.445,.02,19.81%,0,4.41,W,4.48,I,26 OCT 20,344,10.60,A,10.78,H,SPY201026P344,11.51,I,0,0,65.06%,34.94%,71.91%,-.16,0,-.13,.34,0,56,4.58,.02,19.43%,6.11,,
SPY201026C345,3.19,Q,0,0,33.13%,66.87%,68.15%,.08,0,-.12,.33,0,109,4.085,.02,19.76%,0,4.06,Q,4.11,Z,26 OCT 20,345,11.18,A,11.37,X,SPY201026P345,13.56,C,0,0,67.27%,32.73%,67.29%,-.17,0,-.13,.33,0,150,4.165,.02,19.20%,7.11,,
SPY201026C346,3.69,A,0,0,31.00%,69.00%,63.71%,.08,0,-.12,.33,0,27,3.695,.02,19.55%,0,3.67,W,3.72,Z,26 OCT 20,346,11.80,N,12.00,X,SPY201026P346,13.59,A,0,0,69.44%,30.56%,62.80%,-.17,0,-.13,.32,0,9,3.79,.02,19.02%,8.11,,
SPY201026C347,2.49,I,0,0,28.86%,71.14%,59.28%,.07,0,-.12,.32,0,73,3.32,.02,19.31%,0,3.30,W,3.34,I,26 OCT 20,347,12.45,H,12.63,X,SPY201026P347,0, ,0,<empty>,71.59%,28.41%,58.33%,-.18,0,-.12,.31,<empty>,0,3.43,.02,18.82%,9.11,,
SPY201026C348,2.24,C,0,0,26.87%,73.13%,55.15%,.07,0,-.11,.31,0,716,3.005,.02,19.20%,0,2.98,W,3.03,Z,26 OCT 20,348,13.11,X,13.32,X,SPY201026P348,17.06,C,<empty>,1,73.67%,26.33%,54.02%,-.18,0,-.12,.30,1,1,3.105,.02,18.65%,10.11,,
SPY201026C349,2.34,I,0,0,24.86%,75.14%,50.99%,.06,0,-.11,.30,0,11,2.69,.02,19.01%,0,2.67,Z,2.71,W,26 OCT 20,349,13.70,A,13.97,N,SPY201026P349,17.85,C,<empty>,1,75.99%,24.01%,49.21%,-.19,0,-.11,.29,1,1,2.725,.02,18.22%,11.11,,
SPY201026C350,2.11,A,0,0,23.03%,76.97%,47.21%,.06,0,-.10,.28,0,477,2.43,.02,18.94%,0,2.41,W,2.45,W,26 OCT 20,350,14.45,H,14.74,Z,SPY201026P350,25.81,I,<empty>,10,77.82%,22.18%,45.43%,-.19,0,-.11,.28,10,10,2.485,.02,18.19%,12.11,,
SPY201026C351,1.57,M,0,0,21.00%,79.00%,43.01%,.05,0,-.09,.27,0,82,2.125,.02,18.63%,0,2.10,I,2.15,W,26 OCT 20,351,15.21,N,15.49,A,SPY201026P351,17.93,M,<empty>,1,79.68%,20.32%,41.60%,-.20,0,-.10,.26,1,1,2.24,.02,18.07%,13.11,,
SPY201026C352,1.68,I,0,0,19.45%,80.55%,39.80%,.05,0,-.09,.26,0,10,1.935,.02,18.68%,0,1.91,W,1.96,Z,26 OCT 20,352,15.87,X,16.16,A,SPY201026P352,16.97,C,0,0,82.02%,17.98%,36.78%,-.21,0,-.09,.25,0,11,1.905,.02,17.51%,14.11,,
SPY201026C353,1.25,N,0,0,17.80%,82.20%,36.42%,.04,0,-.09,.25,0,147,1.725,.02,18.59%,0,1.70,W,1.75,W,26 OCT 20,353,16.70,P,16.97,X,SPY201026P353,0, ,0,<empty>,83.62%,16.38%,33.49%,-.21,0,-.09,.23,<empty>,0,1.725,.02,17.47%,15.11,,
SPY201026C354,1.13,Q,0,0,16.20%,83.80%,33.12%,.04,0,-.08,.23,0,14,1.525,.02,18.46%,0,1.51,W,1.54,H,26 OCT 20,354,17.62,N,17.90,A,SPY201026P354,21.00,P,0,0,84.59%,15.41%,31.49%,-.21,0,-.09,.22,0,11,1.65,.02,17.84%,16.11,,
SPY201026C355,.94,A,0,0,14.78%,85.22%,30.20%,.04,0,-.08,.22,0,667,1.36,.01,18.42%,0,1.34,X,1.38,W,26 OCT 20,355,18.45,A,18.75,A,SPY201026P355,0, ,0,<empty>,86.03%,13.97%,28.53%,-.22,0,-.08,.21,<empty>,0,1.49,.01,17.78%,17.11,,
SPY201026C356,1.01,M,0,0,13.47%,86.53%,27.52%,.03,0,-.07,.21,0,26,1.215,.01,18.40%,0,1.20,W,1.23,Z,26 OCT 20,356,18.89,W,20.05,Z,SPY201026P356,20.48,I,0,0,87.29%,12.71%,25.95%,-.22,0,-.08,.20,0,5,1.36,.01,17.79%,18.11,,
SPY201026C357,.69,Z,0,0,12.26%,87.74%,25.04%,.03,0,-.07,.19,0,54,1.085,.01,18.39%,0,1.07,W,1.10,W,26 OCT 20,357,20.05,N,20.36,H,SPY201026P357,22.94,I,0,0,89.50%,10.50%,21.41%,-.23,0,-.07,.17,0,5,1.095,.01,16.99%,19.11,,
SPY201026C358,.68,E,<empty>,2,11.12%,88.88%,22.70%,.03,0,-.06,.18,2,19,.965,.01,18.37%,0,.95,W,.98,W,26 OCT 20,358,20.87,N,21.30,A,SPY201026P358,0, ,0,<empty>,90.74%,9.26%,18.87%,-.23,0,-.06,.16,<empty>,0,.975,.01,16.86%,20.11,,
SPY201026C359,.78,M,0,0,10.12%,89.88%,20.65%,.03,0,-.06,.17,0,27,.865,.01,18.41%,0,.86,N,.87,W,26 OCT 20,359,21.96,W,22.38,Z,SPY201026P359,0, ,0,<empty>,90.39%,9.61%,19.60%,-.23,0,-.07,.16,<empty>,0,1.06,.01,17.98%,21.11,,
SPY201026C360,.62,E,0,0,9.17%,90.83%,18.69%,.02,0,-.05,.16,0,132,.77,.01,18.42%,0,.76,W,.78,Z,26 OCT 20,360,22.46,Z,23.61,C,SPY201026P360,0, ,0,<empty>,91.68%,8.32%,16.96%,-.23,0,-.06,.15,<empty>,0,.925,.01,17.68%,22.11,,
SPY201026C361,.75,C,0,0,8.40%,91.60%,17.12%,.02,0,-.05,.15,0,116,.70,.01,18.53%,0,.69,P,.71,W,26 OCT 20,361,23.38,Z,24.53,C,SPY201026P361,0, ,0,<empty>,92.55%,7.45%,15.18%,-.24,0,-.06,.14,<empty>,0,.845,.01,17.68%,23.11,,
SPY201026C362,.58,C,0,0,7.57%,92.43%,15.42%,.02,0,-.05,.14,0,4,.62,.01,18.53%,0,.61,W,.63,W,26 OCT 20,362,24.65,A,25.08,H,SPY201026P362,0, ,0,<empty>,93.51%,6.49%,13.21%,-.24,0,-.05,.12,<empty>,0,.755,.01,17.52%,24.11,,
SPY201026C363,.46,M,<empty>,1,6.90%,93.10%,14.06%,.02,0,-.04,.13,1,1,.56,.01,18.62%,0,.55,X,.57,W,26 OCT 20,363,25.59,X,26.03,X,SPY201026P363,0, ,0,<empty>,94.17%,5.83%,11.87%,-.24,0,-.05,.11,<empty>,0,.70,.01,17.57%,25.11,,
SPY201026C364,.38,C,0,0,6.28%,93.72%,12.79%,.02,0,-.04,.12,0,4,.505,.01,18.71%,0,.50,Z,.51,W,26 OCT 20,364,26.50,H,26.93,X,SPY201026P364,0, ,0,<empty>,95.20%,4.80%,9.77%,-.25,0,-.04,.10,<empty>,5,.605,.01,17.17%,26.11,,
SPY201026C365,.44,I,0,0,5.75%,94.25%,11.71%,.01,0,-.04,.11,0,59,.46,.01,18.84%,0,.45,W,.47,H,26 OCT 20,365,27.40,E,27.86,A,SPY201026P365,39.40,M,<empty>,16,96.18%,3.82%,7.76%,-.25,0,-.04,.08,16,2,.52,.01,16.70%,27.11,,
SPY201026C366,.32,A,0,0,5.23%,94.77%,10.65%,.01,0,-.04,.11,0,2,.415,.01,18.93%,0,.41,P,.42,W,26 OCT 20,366,28.38,H,28.81,H,SPY201026P366,0, ,0,<empty>,96.66%,3.34%,6.80%,-.25,0,-.03,.07,<empty>,0,.485,.01,16.71%,28.11,,
SPY201026C367,.35,W,0,0,4.81%,95.19%,9.78%,.01,0,-.03,.10,0,7,.38,.01,19.08%,0,.37,W,.39,W,26 OCT 20,367,29.44,Z,29.88,N,SPY201026P367,0, ,0,<empty>,96.08%,3.92%,7.97%,-.25,0,-.04,.08,<empty>,0,.55,.01,18.01%,29.11,,
SPY201026C368,.25,C,<empty>,1,4.39%,95.61%,8.93%,.01,0,-.03,.09,1,2,.345,.01,19.20%,0,.34,P,.35,W,26 OCT 20,368,30.40,Z,30.84,A,SPY201026P368,0, ,0,<empty>,96.57%,3.43%,6.98%,-.25,0,-.04,.07,<empty>,0,.51,.01,17.97%,30.11,,
SPY201026C369,.24,C,<empty>,1,4.02%,95.98%,8.18%,.01,0,-.03,.09,1,2,.315,.01,19.34%,0,.31,P,.32,W,26 OCT 20,369,31.38,A,31.83,N,SPY201026P369,0, ,0,<empty>,96.80%,3.20%,6.51%,-.25,0,-.03,.07,<empty>,0,.495,.00,18.22%,31.11,,
SPY201026C370,.26,C,0,0,3.70%,96.30%,7.53%,.01,0,-.03,.08,0,53,.29,.01,19.50%,0,.28,W,.30,W,26 OCT 20,370,32.35,Z,32.79,N,SPY201026P370,0, ,0,<empty>,97.23%,2.77%,5.62%,-.26,0,-.03,.06,<empty>,0,.46,.00,18.14%,32.11,,
SPY201026C371,.18,C,0,0,3.40%,96.60%,6.91%,.01,0,-.03,.08,0,0,.265,.00,19.64%,0,.26,X,.27,W,26 OCT 20,371,33.14,N,33.59,A,SPY201026P371,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-341.10,<empty>,0,.255,.00,0.04%,33.11,,
SPY201026C372,.16,D,<empty>,1,3.14%,96.86%,6.38%,.01,0,-.03,.07,1,1,.245,.00,19.81%,0,.24,X,.25,W,26 OCT 20,372,34.21,A,34.67,H,SPY201026P372,0, ,0,<empty>,98.87%,1.13%,2.30%,-.26,0,-.02,.03,<empty>,0,.33,.00,16.10%,34.11,,
SPY201026C373,.18,C,+.01,3,2.89%,97.11%,5.87%,.01,0,-.02,.07,3,0,.225,.00,19.96%,0,.22,W,.23,Z,26 OCT 20,373,35.30,A,35.76,N,SPY201026P373,0, ,0,<empty>,97.82%,2.18%,4.42%,-.26,0,-.03,.05,<empty>,0,.42,.00,18.73%,35.11,,
SPY201026C374,.18,C,0,0,2.69%,97.31%,5.46%,.01,0,-.02,.06,0,1,.21,.00,20.16%,0,.20,W,.22,W,26 OCT 20,374,36.17,A,36.61,A,SPY201026P374,0, ,0,<empty>,99.70%,0.30%,0.60%,-.27,0,-.01,.01,<empty>,0,.28,.00,14.03%,36.11,,
SPY201026C375,.17,M,0,0,2.49%,97.51%,5.06%,.01,0,-.02,.06,0,10,.195,.00,20.34%,0,.19,W,.20,W,26 OCT 20,375,37.08,N,37.50,X,SPY201026P375,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-381.10,<empty>,0,.18,.00,0.04%,37.11,,
SPY201026C376,.16,C,0,0,2.35%,97.65%,4.77%,.01,0,-.02,.06,0,8,.185,.00,20.59%,0,.18,P,.19,X,26 OCT 20,376,38.12,X,38.94,X,SPY201026P376,0, ,0,<empty>,97.96%,2.04%,4.14%,-.26,0,-.03,.05,<empty>,0,.42,.00,19.98%,38.11,,
SPY201026C377,.15,C,0,0,2.16%,97.84%,4.39%,.01,0,-.02,.05,0,6,.17,.00,20.73%,0,.16,W,.18,W,26 OCT 20,377,39.12,H,39.61,H,SPY201026P377,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-401.10,<empty>,0,.255,.00,0.04%,39.11,,
SPY201026C378,.07,Q,<empty>,20,2.02%,97.98%,4.11%,.01,0,-.02,.05,20,20,.16,.00,20.95%,0,.15,W,.17,W,26 OCT 20,378,40.13,A,40.55,N,SPY201026P378,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-411.10,<empty>,0,.23,.00,0.04%,40.11,,
SPY201026C379,.07,D,<empty>,10,1.89%,98.11%,3.84%,.01,0,-.02,.05,10,10,.15,.00,21.14%,0,.14,W,.16,W,26 OCT 20,379,41.06,N,41.53,A,SPY201026P379,0, ,0,<empty>,100.00%,0.00%,0.00%,-.27,0,-.01,.00,<empty>,0,.185,.00,0.04%,41.11,,
SPY201026C380,0, ,0,<empty>,1.71%,98.29%,3.48%,.00,0,-.02,.04,<empty>,0,.135,.00,21.21%,0,.13,W,.14,W,26 OCT 20,380,42.01,H,42.44,H,SPY201026P380,0, ,0,<empty>,100.00%,0.00%,0.00%,-.27,0,-.01,.00,<empty>,0,.115,.00,0.04%,42.11,,
SPY201026C381,0, ,0,<empty>,1.63%,98.37%,3.31%,.00,0,-.02,.04,<empty>,20,.13,.00,21.49%,0,.12,W,.14,W,26 OCT 20,381,42.97,A,43.38,X,SPY201026P381,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,2.67,<empty>,0,.065,.00,0.04%,43.11,,
