Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
SPY201224C358,8.08,I,.69,0,0,65.62%,34.38%,65.02%,.13,0,-.11,.33,0,"1,634",3.0118,.02,20.04%,9.1582,<empty>,12.170,12.13,Q,12.21,W,24 DEC 20,358,3.77,W,3.80,W,SPY201224P358,4.11,X,-.32,-1.48,519,33.55%,66.45%,63.39%,-.08,0,-.15,.33,519,910,3.785,.02,19.08%,0,4.13,3.785,,
SPY201224C359,11.21,C,.67,+3.17,25,63.87%,36.13%,68.22%,.13,0,-.11,.34,25,"1,464",3.2318,.02,19.68%,8.1582,11.21,11.390,11.35,W,11.43,Q,24 DEC 20,359,4.02,W,4.05,W,SPY201224P359,4.07,A,-.34,-2.08,57,35.42%,64.58%,66.83%,-.08,0,-.15,.34,57,"2,597",4.035,.02,18.80%,0,4.39,4.035,,
SPY201224C360,10.40,Q,.65,+2.77,291,62.04%,37.96%,71.55%,.12,0,-.11,.35,291,"2,862",3.4618,.02,19.31%,7.1582,10.69,10.620,10.58,Q,10.66,Q,24 DEC 20,360,4.29,W,4.31,Z,SPY201224P360,4.30,C,-.35,-1.60,127,37.38%,62.62%,70.40%,-.09,0,-.15,.35,127,"1,087",4.30,.02,18.51%,0,4.83,4.300,,
SPY201224C361,9.71,C,.63,+2.79,64,60.12%,39.88%,75.05%,.12,0,-.11,.35,64,"2,078",3.7118,.02,18.94%,6.1582,9.75,9.870,9.83,Q,9.91,Q,24 DEC 20,361,4.57,W,4.60,W,SPY201224P361,4.64,B,-.38,-1.90,95,39.43%,60.57%,74.13%,-.09,0,-.16,.36,95,"1,034",4.585,.02,18.23%,0,5.09,4.585,,
SPY201224C362,8.86,B,.61,+2.55,81,58.09%,41.91%,78.73%,.12,0,-.11,.36,81,"1,585",3.9868,.02,18.59%,5.1582,9.03,9.145,9.11,Q,9.18,W,24 DEC 20,362,4.88,W,4.91,Z,SPY201224P362,5.02,H,-.40,-1.56,41,41.57%,58.43%,78.03%,-.10,0,-.16,.36,41,548,4.895,.02,17.97%,0,5.20,4.895,,
SPY201224C363,8.00,H,.58,+2.31,191,55.95%,44.05%,82.57%,.12,0,-.11,.36,191,"1,456",4.2868,.02,18.26%,4.1582,8.60,8.445,8.41,W,8.48,Q,24 DEC 20,363,5.21,W,5.24,N,SPY201224P363,5.35,Z,-.42,-1.70,140,43.81%,56.19%,82.05%,-.10,0,-.16,.37,140,"1,486",5.225,.02,17.70%,0,5.87,5.225,,
SPY201224C364,7.35,A,.56,+2.36,118,53.72%,46.28%,86.57%,.11,0,-.11,.37,118,"1,002",4.6118,.02,17.93%,3.1582,7.78,7.770,7.74,W,7.80,W,24 DEC 20,364,5.57,W,5.60,Z,SPY201224P364,5.62,C,-.44,-1.88,732,46.13%,53.87%,86.22%,-.11,0,-.16,.37,732,316,5.585,.02,17.45%,0,6.10,5.585,,
SPY201224C365,7.12,C,.54,+2.56,190,51.41%,48.59%,90.68%,.11,0,-.11,.37,190,"3,637",4.9518,.02,17.59%,2.1582,7.23,7.110,7.08,W,7.14,W,24 DEC 20,365,5.96,W,5.98,I,SPY201224P365,5.96,C,-.47,-2.09,639,48.52%,51.48%,90.49%,-.12,0,-.16,.37,639,410,5.97,.02,17.22%,0,6.77,5.970,,
SPY201224C366,6.15,D,.51,+2.08,83,49.00%,51.00%,94.94%,.11,0,-.11,.37,83,"3,191",5.3218,.03,17.27%,1.1582,6.57,6.480,6.43,W,6.53,Z,24 DEC 20,366,6.37,W,6.40,Z,SPY201224P366,6.53,A,-.49,-2.23,198,50.99%,49.01%,94.86%,-.12,0,-.16,.37,198,133,6.385,.02,17.00%,0,7.27,6.385,,
SPY201224C367,5.72,N,.49,+2.26,266,46.52%,53.48%,99.30%,.10,0,-.11,.37,266,"1,537",5.7268,.03,16.97%,.1582,5.93,5.885,5.83,W,5.94,W,24 DEC 20,367,6.81,W,6.84,I,SPY201224P367,7.16,I,-.52,-2.58,339,53.50%,46.50%,99.29%,-.13,0,-.16,.37,339,2,6.825,.03,16.78%,0,7.32,6.825,,
SPY201224C368,5.02,X,.46,+2.22,163,43.97%,56.03%,95.22%,.10,0,-.11,.37,163,"1,417",5.33,.03,16.71%,0,5.61,5.330,5.31,Z,5.35,D,24 DEC 20,368,7.29,W,7.31,Z,SPY201224P368,7.57,W,-.54,-3.66,455,56.06%,43.94%,95.18%,-.14,0,-.16,.37,455,22,6.4582,.03,16.58%,.8418,7.84,7.300,,
SPY201224C369,4.53,E,.43,+1.99,118,41.38%,58.62%,89.45%,.09,0,-.11,.37,118,"1,487",4.80,.03,16.44%,0,5.01,4.800,4.78,W,4.82,P,24 DEC 20,369,7.79,W,7.83,W,SPY201224P369,7.96,A,-.57,-2.50,404,58.63%,41.37%,89.43%,-.14,0,-.16,.37,404,8,5.9682,.03,16.41%,1.8418,8.01,7.810,,
SPY201224C370,4.18,C,.41,+1.70,252,38.76%,61.24%,83.65%,.09,0,-.11,.36,252,"2,710",4.31,.03,16.21%,0,4.40,4.310,4.29,W,4.33,Z,24 DEC 20,370,8.31,Q,8.38,W,SPY201224P370,8.53,C,-.59,-3.15,43,61.22%,38.78%,83.68%,-.15,0,-.15,.36,43,47,5.5032,.03,16.24%,2.8418,9.11,8.345,,
SPY201224C371,3.80,C,.38,+1.85,"2,332",36.16%,63.84%,77.89%,.08,0,-.10,.36,"2,332",874,3.86,.03,16.01%,0,4.08,3.860,3.85,P,3.87,Z,24 DEC 20,371,8.88,Q,8.95,W,SPY201224P371,13.50,H,-.62,<empty>,2,63.79%,36.21%,77.99%,-.16,0,-.15,.36,2,0,5.0732,.03,16.08%,3.8418,<empty>,8.915,,
SPY201224C372,3.24,C,.35,+1.58,143,33.54%,66.46%,72.12%,.08,0,-.10,.35,143,"2,381",3.43,.03,15.79%,0,3.64,3.430,3.41,Z,3.45,W,24 DEC 20,372,9.49,W,9.56,W,SPY201224P372,0, ,-.65,0,<empty>,66.31%,33.69%,72.43%,-.16,0,-.15,.35,<empty>,0,4.6832,.02,15.97%,4.8418,<empty>,9.525,,
SPY201224C373,2.96,A,.33,+1.60,98,30.94%,69.06%,66.44%,.07,0,-.10,.34,98,770,3.035,.02,15.58%,0,3.03,3.035,3.02,W,3.05,I,24 DEC 20,373,10.13,W,10.20,W,SPY201224P373,0, ,-.67,0,<empty>,68.77%,31.23%,67.02%,-.17,0,-.15,.34,<empty>,0,4.3232,.02,15.87%,5.8418,<empty>,10.165,,
SPY201224C374,2.53,I,.30,+1.23,198,28.44%,71.56%,60.96%,.07,0,-.09,.33,198,"1,280",2.685,.02,15.43%,0,2.86,2.685,2.67,Z,2.70,D,24 DEC 20,374,10.80,W,10.87,W,SPY201224P374,16.52,C,-.70,-2.19,1,71.16%,28.84%,61.77%,-.17,0,-.14,.33,1,2,3.9932,.02,15.78%,6.8418,<empty>,10.835,,
SPY201224C375,2.36,C,.27,+1.17,316,26.02%,73.98%,55.66%,.06,0,-.09,.31,316,975,2.365,.02,15.29%,0,2.48,2.365,2.35,I,2.38,W,24 DEC 20,375,11.50,W,11.58,W,SPY201224P375,11.56,C,-.72,-2.75,10,73.44%,26.56%,56.78%,-.18,0,-.14,.32,10,12,3.6982,.02,15.72%,7.8418,11.82,11.540,,
SPY201224C376,1.94,A,.25,+1.06,65,23.68%,76.32%,50.58%,.06,0,-.08,.30,65,495,2.075,.02,15.16%,0,2.18,2.075,2.06,I,2.09,I,24 DEC 20,376,12.23,Q,12.32,Q,SPY201224P376,12.62,W,-.74,<empty>,30,75.61%,24.39%,52.06%,-.19,0,-.14,.30,30,0,3.4332,.02,15.69%,8.8418,12.62,12.275,,
SPY201224C377,1.78,C,.23,+1.02,417,21.43%,78.57%,45.70%,.05,0,-.08,.28,417,"1,960",1.81,.02,15.02%,0,1.94,1.810,1.80,W,1.82,I,24 DEC 20,377,12.99,Q,13.09,Q,SPY201224P377,26.28,C,-.76,<empty>,1,77.63%,22.37%,47.64%,-.19,0,-.13,.29,1,1,3.1982,.02,15.68%,9.8418,<empty>,13.040,,
SPY201224C378,1.43,C,.20,+.73,37,19.40%,80.60%,41.30%,.05,0,-.07,.27,37,184,1.59,.02,14.97%,0,1.65,1.590,1.58,Z,1.60,W,24 DEC 20,378,13.78,Q,13.87,Q,SPY201224P378,14.20,Z,-.78,<empty>,3,79.56%,20.44%,43.47%,-.20,0,-.13,.27,3,1,2.9832,.02,15.68%,10.8418,15.21,13.825,,
SPY201224C379,1.30,I,.18,+.70,39,17.44%,82.56%,37.07%,.04,0,-.07,.25,39,118,1.385,.02,14.89%,0,1.36,1.385,1.37,Z,1.40,W,24 DEC 20,379,14.58,Q,14.68,Q,SPY201224P379,0, ,-.80,0,<empty>,81.37%,18.63%,39.55%,-.20,0,-.13,.26,<empty>,0,2.7882,.02,15.68%,11.8418,<empty>,14.630,,
SPY201224C380,1.15,P,.17,+.61,582,15.60%,84.40%,33.10%,.04,0,-.06,.23,582,"17,351",1.20,.02,14.81%,0,1.28,1.200,1.19,W,1.21,Z,24 DEC 20,380,15.41,Q,15.52,Q,SPY201224P380,15.86,Q,-.82,-4.24,2,83.00%,17.00%,36.03%,-.21,0,-.12,.25,2,15,2.6232,.02,15.73%,12.8418,15.86,15.465,,
SPY201224C381,1.03,I,.15,+.60,20,13.95%,86.05%,29.56%,.03,0,-.06,.22,20,484,1.045,.02,14.78%,0,1.11,1.045,1.03,W,1.06,W,24 DEC 20,381,16.27,Q,16.37,Q,SPY201224P381,16.68,Q,-.83,<empty>,50,84.49%,15.51%,32.82%,-.21,0,-.12,.23,50,0,2.4782,.02,15.80%,13.8418,16.68,16.320,,
SPY201224C382,.72,C,.13,+.17,102,12.42%,87.58%,26.27%,.03,0,-.06,.20,102,61,.905,.02,14.74%,0,.72,.905,.90,Z,.91,Z,24 DEC 20,382,17.14,Q,17.25,Q,SPY201224P382,0, ,-.85,0,<empty>,85.83%,14.17%,29.94%,-.22,0,-.12,.22,<empty>,0,2.3532,.02,15.91%,14.8418,<empty>,17.195,,
SPY201224C383,.70,B,.12,+.37,70,11.04%,88.96%,23.31%,.03,0,-.05,.19,70,661,.785,.01,14.73%,0,.82,.785,.78,Z,.79,Z,24 DEC 20,383,18.03,Q,18.13,Q,SPY201224P383,0, ,-.86,0,<empty>,87.08%,12.92%,27.25%,-.22,0,-.11,.21,<empty>,0,2.2382,.01,16.00%,15.8418,<empty>,18.080,,
SPY201224C384,.65,I,.10,+.36,11,9.74%,90.26%,20.55%,.02,0,-.05,.17,11,216,.675,.01,14.70%,0,.65,.675,.67,W,.68,Z,24 DEC 20,384,18.89,Q,19.04,Q,SPY201224P384,0, ,-.87,0,<empty>,88.32%,11.68%,24.62%,-.22,0,-.11,.19,<empty>,0,2.1232,.01,16.04%,16.8418,<empty>,18.965,,
SPY201224C385,.54,C,.09,+.27,"1,214",8.67%,91.33%,18.26%,.02,0,-.04,.16,"1,214",744,.59,.01,14.74%,0,.59,.590,.58,W,.60,W,24 DEC 20,385,19.84,Q,19.98,Q,SPY201224P385,0, ,-.88,0,<empty>,89.09%,10.91%,22.95%,-.23,0,-.11,.18,<empty>,0,2.0682,.01,16.35%,17.8418,<empty>,19.910,,
SPY201224C386,.50,I,.08,+.27,21,7.70%,92.30%,16.19%,.02,0,-.04,.14,21,165,.515,.01,14.79%,0,.51,.515,.51,Z,.52,W,24 DEC 20,386,20.77,Q,20.93,Q,SPY201224P386,22.00,Q,-.89,<empty>,1,89.88%,10.12%,21.28%,-.23,0,-.11,.18,1,0,2.0082,.01,16.60%,18.8418,22.00,20.850,,
SPY201224C387,.42,C,.07,+.22,6,6.78%,93.22%,14.24%,.02,0,-.04,.13,6,182,.445,.01,14.80%,0,.49,.445,.44,W,.45,Z,24 DEC 20,387,21.71,Q,21.82,Q,SPY201224P387,25.88,P,-.90,-7.41,1,90.83%,9.17%,19.26%,-.23,0,-.10,.16,1,2,1.9232,.01,16.67%,19.8418,<empty>,21.765,,
SPY201224C388,.38,Q,.06,+.18,15,6.02%,93.98%,12.64%,.02,0,-.03,.12,15,71,.39,.01,14.88%,0,.40,.390,.38,W,.40,W,24 DEC 20,388,22.63,Q,22.77,Q,SPY201224P388,0, ,-.91,0,<empty>,91.60%,8.40%,17.61%,-.23,0,-.10,.15,<empty>,0,1.8582,.01,16.81%,20.8418,<empty>,22.700,,
SPY201224C389,.35,A,.06,+.19,4,5.32%,94.68%,11.16%,.01,0,-.03,.11,4,19,.34,.01,14.94%,0,.35,.340,.33,W,.35,W,24 DEC 20,389,23.56,Q,23.72,Q,SPY201224P389,24.12,A,-.91,<empty>,1,92.33%,7.67%,16.07%,-.24,0,-.10,.14,1,0,1.7982,.01,16.95%,21.8418,24.12,23.640,,
SPY201224C390,.29,A,.05,+.15,218,4.74%,95.26%,9.93%,.01,0,-.03,.10,218,"2,700",.30,.01,15.04%,0,.32,.300,.29,W,.31,W,24 DEC 20,390,24.51,Q,24.70,Q,SPY201224P390,0, ,-.92,0,<empty>,92.83%,7.17%,15.01%,-.24,0,-.09,.14,<empty>,0,1.7632,.01,17.23%,22.8418,<empty>,24.605,,
SPY201224C391,.26,A,.05,+.13,114,4.23%,95.77%,8.84%,.01,0,-.03,.09,114,8,.265,.01,15.14%,0,.30,.265,.26,W,.27,W,24 DEC 20,391,25.52,Q,25.65,Q,SPY201224P391,0, ,-.92,0,<empty>,93.19%,6.81%,14.24%,-.24,0,-.09,.13,<empty>,0,1.7432,.01,17.60%,23.8418,<empty>,25.585,,
SPY201224C392,.23,Z,.04,+.11,"2,261",3.77%,96.23%,7.89%,.01,0,-.02,.08,"2,261",226,.235,.01,15.26%,0,.25,.235,.23,W,.24,Z,24 DEC 20,392,26.48,Q,26.66,Q,SPY201224P392,0, ,-.93,0,<empty>,93.49%,6.51%,13.59%,-.24,0,-.09,.13,<empty>,0,1.7282,.01,18.00%,24.8418,<empty>,26.570,,
SPY201224C393,.20,N,.04,+.10,92,3.39%,96.61%,7.07%,.01,0,-.02,.08,92,589,.21,.01,15.39%,0,.22,.210,.20,W,.22,W,24 DEC 20,393,27.48,Q,27.60,Q,SPY201224P393,0, ,-.93,0,<empty>,93.90%,6.10%,12.72%,-.24,0,-.09,.12,<empty>,0,1.6982,.01,18.26%,25.8418,<empty>,27.540,,
SPY201224C394,.10,W,.03,0,0,3.01%,96.99%,6.27%,.01,0,-.02,.07,0,301,.185,.01,15.49%,0,<empty>,.185,.18,W,.19,P,24 DEC 20,394,28.44,Q,28.58,Q,SPY201224P394,0, ,-.93,0,<empty>,94.30%,5.70%,11.89%,-.24,0,-.09,.12,<empty>,0,1.6682,.01,18.51%,26.8418,<empty>,28.510,,
SPY201224C395,.15,D,.03,+.06,1,2.69%,97.31%,5.62%,.01,0,-.02,.06,1,702,.165,.00,15.62%,0,.15,.165,.16,W,.17,P,24 DEC 20,395,29.43,Q,29.56,Q,SPY201224P395,30.73,Q,-.94,<empty>,1,94.56%,5.44%,11.33%,-.25,0,-.09,.11,1,0,1.6532,.01,18.86%,27.8418,30.73,29.495,,
SPY201224C396,.16,Q,.03,<empty>,1,2.51%,97.49%,5.22%,.01,0,-.02,.06,1,0,.155,.00,15.88%,0,.16,.155,.15,P,.16,W,24 DEC 20,396,30.42,Q,30.62,Q,SPY201224P396,0, ,-.94,0,<empty>,94.50%,5.50%,11.46%,-.25,0,-.09,.11,<empty>,0,1.6782,.01,19.57%,28.8418,<empty>,30.520,,
SPY201224C397,.15,A,.02,+.09,13,2.21%,97.79%,4.59%,.01,0,-.02,.05,13,22,.135,.00,15.94%,0,.15,.135,.13,W,.14,W,24 DEC 20,397,31.41,Q,31.53,Q,SPY201224P397,0, ,-.94,0,<empty>,95.01%,4.99%,10.38%,-.25,0,-.09,.10,<empty>,0,1.6282,.01,19.60%,29.8418,<empty>,31.470,,
SPY201224C398,.09,M,.02,0,7,2.03%,97.97%,4.22%,.01,0,-.02,.05,7,10,.125,.00,16.16%,0,.09,.125,.12,Z,.13,W,24 DEC 20,398,32.39,Q,32.57,Q,SPY201224P398,0, ,-.94,0,<empty>,95.05%,4.95%,10.29%,-.25,0,-.09,.10,<empty>,0,1.6382,.01,20.17%,30.8418,<empty>,32.480,,
SPY201224C399,.11,Q,.02,+.05,13,1.86%,98.14%,3.87%,.00,0,-.01,.05,13,33,.115,.00,16.36%,0,.11,.115,.11,P,.12,W,24 DEC 20,399,33.38,Q,33.55,Q,SPY201224P399,0, ,-.94,0,<empty>,95.28%,4.72%,9.82%,-.25,0,-.09,.10,<empty>,0,1.6232,.01,20.49%,31.8418,<empty>,33.465,,
SPY201224C400,.11,C,.02,+.05,593,1.70%,98.30%,3.52%,.00,0,-.01,.04,593,"4,923",.105,.00,16.53%,0,.11,.105,.10,Z,.11,W,24 DEC 20,400,34.34,Q,34.54,Q,SPY201224P400,40.34,I,-.95,<empty>,1,95.57%,4.43%,9.20%,-.25,0,-.09,.10,1,2,1.5982,.01,20.70%,32.8418,<empty>,34.440,,
SPY201224C405,.06,P,.01,+.02,4,0.92%,99.08%,1.90%,.00,0,-.01,.03,4,739,.055,.00,16.93%,0,.06,.055,.05,W,.06,P,24 DEC 20,405,39.32,Q,39.46,Q,SPY201224P405,0, ,-.96,0,<empty>,96.37%,3.63%,7.53%,-.26,0,-.09,.08,<empty>,0,1.5482,.00,22.39%,37.8418,<empty>,39.390,,
SPY201224C410,.04,Q,.01,+.01,12,0.58%,99.42%,1.19%,.00,0,-.01,.02,12,385,.035,.00,17.72%,0,.04,.035,.03,W,.04,W,24 DEC 20,410,44.26,Q,44.46,Q,SPY201224P410,0, ,-.96,0,<empty>,96.90%,3.10%,6.42%,-.26,0,-.08,.07,<empty>,0,1.5182,.00,24.16%,42.8418,<empty>,44.360,,
SPY201224C415,.03,C,.00,+.01,70,0.40%,99.60%,0.82%,.00,0,.00,.01,70,352,.025,.00,18.65%,0,.03,.025,.02,W,.03,W,24 DEC 20,415,49.25,Q,49.46,Q,SPY201224P415,0, ,-.96,0,<empty>,97.18%,2.82%,5.82%,-.27,0,-.09,.07,<empty>,0,1.5132,.00,26.17%,47.8418,<empty>,49.355,,
SPY201224C420,.02,W,.00,0,4,0.25%,99.75%,0.51%,.00,0,.00,.01,4,352,.015,.00,19.28%,0,.03,.015,.01,W,.02,W,24 DEC 20,420,54.24,Q,54.44,Q,SPY201224P420,0, ,-.97,0,<empty>,97.49%,2.51%,5.19%,-.27,0,-.08,.06,<empty>,0,1.4982,.00,27.96%,52.8418,<empty>,54.340,,
SPY201224C425,.02,C,.00,+.01,1,0.22%,99.78%,0.46%,.00,0,.00,.01,1,36,.015,.00,20.71%,0,.02,.015,.01,W,.02,W,24 DEC 20,425,59.23,Q,59.44,Q,SPY201224P425,0, ,-.97,0,<empty>,97.69%,2.31%,4.77%,-.27,0,-.08,.06,<empty>,0,1.4932,.00,29.84%,57.8418,<empty>,59.335,,
SPY201224C430,.01,P,.00,0,0,0.21%,99.79%,0.42%,.00,0,.00,.01,0,121,.015,.00,22.16%,0,<empty>,.015,.01,W,.02,W,24 DEC 20,430,64.23,Q,64.44,Q,SPY201224P430,0, ,-.97,0,<empty>,97.84%,2.16%,4.46%,-.28,0,-.09,.06,<empty>,0,1.4932,.00,31.76%,62.8418,<empty>,64.335,,
SPY201224C435,.01,P,.00,<empty>,2,0.19%,99.81%,0.39%,.00,0,.00,.01,2,0,.015,.00,23.52%,0,.01,.015,.01,P,.02,W,24 DEC 20,435,69.22,Q,69.43,Q,SPY201224P435,0, ,-.97,0,<empty>,98.02%,1.98%,4.08%,-.28,0,-.09,.05,<empty>,0,1.4832,.00,33.45%,67.8418,<empty>,69.325,,
SPY201224C440,.01,W,.00,0,71,0.07%,99.93%,0.15%,.00,0,.00,.00,71,173,.005,.00,22.74%,0,<empty>,.005,0,P,.01,W,24 DEC 20,440,74.12,Q,74.45,Q,SPY201224P440,0, ,-.98,0,<empty>,98.34%,1.66%,3.42%,-.28,0,-.08,.05,<empty>,0,1.4432,.00,34.47%,72.8418,<empty>,74.285,,
SPY201224C450,.01,P,.00,-.01,1,0.06%,99.94%,0.13%,.00,0,.00,.00,1,233,.005,.00,25.27%,0,.01,.005,0,A,.01,W,24 DEC 20,450,84.15,Q,84.47,Q,SPY201224P450,0, ,-.98,0,<empty>,98.39%,1.61%,3.31%,-.29,0,-.09,.05,<empty>,0,1.4682,.00,38.52%,82.8418,<empty>,84.310,,
SPY201224C460,.02,Q,.00,+.01,50,0.06%,99.94%,0.12%,.00,0,.00,.00,50,67,.005,.00,27.71%,0,<empty>,.005,0,B,.01,W,24 DEC 20,460,94.12,Q,94.47,Q,SPY201224P460,0, ,-.98,0,<empty>,98.61%,1.39%,2.87%,-.30,0,-.08,.04,<empty>,0,1.4532,.00,41.58%,92.8418,<empty>,94.295,,
SPY201228C230,0, ,.91,0,<empty>,91.18%,8.82%,16.46%,.02,0,-.05,.11,<empty>,0,.0518,.00,111.32%,137.1582,<empty>,137.210,137.01,A,137.41,N,28 DEC 20,230,.04,P,.05,W,SPY201228P230,.04,P,.00,-.03,10,0.39%,99.61%,0.76%,.00,0,-.01,.01,10,26,.045,.00,61.15%,0,.04,.045,,
SPY201228C235,0, ,.92,0,<empty>,91.51%,8.49%,15.89%,.02,0,-.06,.11,<empty>,0,.0618,.00,105.28%,132.1582,<empty>,132.220,132.01,N,132.43,Z,28 DEC 20,235,.04,W,.05,D,SPY201228P235,0, ,.00,0,<empty>,0.40%,99.60%,0.78%,.00,0,-.01,.01,<empty>,6,.045,.00,58.52%,0,<empty>,.045,,
SPY201228C240,0, ,.92,0,<empty>,91.84%,8.16%,15.33%,.02,0,-.06,.11,<empty>,0,.0618,.00,99.41%,127.1582,<empty>,127.220,127.01,Z,127.43,A,28 DEC 20,240,.05,W,.06,W,SPY201228P240,.06,D,.00,-.01,1,0.48%,99.52%,0.93%,.00,0,-.01,.01,1,1,.055,.00,57.08%,0,.06,.055,,
SPY201228C245,0, ,.92,0,<empty>,92.10%,7.90%,14.87%,.02,0,-.08,.11,<empty>,0,.0768,.00,93.91%,122.1582,<empty>,122.235,122.03,N,122.44,Z,28 DEC 20,245,.06,P,.07,W,SPY201228P245,.08,I,.00,0,0,0.57%,99.43%,1.10%,.00,0,-.01,.01,0,1,.065,.00,55.49%,0,<empty>,.065,,
SPY201228C250,0, ,.92,0,<empty>,92.39%,7.61%,14.37%,.02,0,-.07,.10,<empty>,0,.0718,.00,88.46%,117.1582,<empty>,117.230,117.02,Z,117.44,N,28 DEC 20,250,.07,P,.08,W,SPY201228P250,0, ,.00,0,<empty>,0.65%,99.35%,1.26%,.00,0,-.01,.01,<empty>,0,.075,.00,53.76%,0,<empty>,.075,,
SPY201228C255,0, ,.93,0,<empty>,92.61%,7.39%,13.99%,.02,0,-.09,.10,<empty>,0,.0868,.00,83.41%,112.1582,<empty>,112.245,112.04,C,112.45,Z,28 DEC 20,255,.08,P,.09,W,SPY201228P255,.09,P,.00,-.03,1,0.74%,99.26%,1.43%,.00,0,-.01,.01,1,7,.085,.00,51.93%,0,.09,.085,,
SPY201228C260,0, ,.93,0,<empty>,92.83%,7.17%,13.61%,.02,0,-.09,.10,<empty>,0,.0918,.00,78.47%,107.1582,<empty>,107.250,107.05,N,107.45,H,28 DEC 20,260,.09,P,.10,W,SPY201228P260,.10,C,-.01,-.02,3,0.83%,99.17%,1.61%,.00,0,-.01,.02,3,24,.095,.00,50.03%,0,.10,.095,,
SPY201228C265,0, ,.93,0,<empty>,92.97%,7.03%,13.39%,.03,0,-.12,.10,<empty>,0,.1168,.00,73.92%,102.1582,<empty>,102.275,102.08,H,102.47,N,28 DEC 20,265,.10,P,.11,W,SPY201228P265,.12,C,-.01,-.02,3,0.92%,99.08%,1.79%,.00,0,-.02,.02,3,12,.105,.00,48.07%,0,.12,.105,,
SPY201228C270,0, ,.93,0,<empty>,93.15%,6.85%,13.06%,.03,0,-.11,.10,<empty>,0,.1168,.00,69.31%,97.1582,<empty>,97.275,97.08,A,97.47,N,28 DEC 20,270,.11,W,.12,W,SPY201228P270,.15,I,-.01,0,0,1.02%,98.98%,1.99%,.00,0,-.02,.02,0,19,.115,.00,46.07%,0,<empty>,.115,,
SPY201228C275,0, ,.94,0,<empty>,93.31%,6.69%,12.78%,.03,0,-.10,.10,<empty>,0,.1168,.00,64.87%,92.1582,<empty>,92.275,92.07,N,92.48,H,28 DEC 20,275,.12,W,.14,W,SPY201228P275,.17,D,-.01,0,0,1.16%,98.84%,2.26%,.00,0,-.02,.02,0,21,.13,.00,44.24%,0,<empty>,.130,,
SPY201228C280,0, ,.94,0,<empty>,93.38%,6.62%,12.68%,.03,0,-.09,.09,<empty>,0,.1368,.00,60.80%,87.1582,<empty>,87.295,87.09,Z,87.50,A,28 DEC 20,280,.14,W,.15,P,SPY201228P280,.16,Q,-.01,-.04,8,1.31%,98.69%,2.55%,.00,0,-.02,.03,8,48,.145,.00,42.34%,0,.16,.145,,
SPY201228C285,0, ,.94,0,<empty>,93.44%,6.56%,12.58%,.03,0,-.08,.09,<empty>,0,.1468,.00,56.80%,82.1582,<empty>,82.305,82.10,Z,82.51,N,28 DEC 20,285,.16,W,.17,P,SPY201228P285,.23,M,-.01,0,0,1.51%,98.49%,2.92%,.00,0,-.02,.03,0,6,.165,.00,40.55%,0,<empty>,.165,,
SPY201228C290,0, ,.94,0,<empty>,93.47%,6.53%,12.54%,.03,0,-.07,.09,<empty>,0,.1568,.00,52.94%,77.1582,<empty>,77.315,77.11,C,77.52,Z,28 DEC 20,290,.19,W,.20,W,SPY201228P290,.25,A,-.01,0,0,1.79%,98.21%,3.47%,.00,0,-.02,.04,0,29,.195,.00,38.96%,0,<empty>,.195,,
SPY201228C295,0, ,.95,0,<empty>,93.39%,6.61%,12.72%,.04,0,-.07,.09,<empty>,0,.1818,.00,49.41%,72.1582,<empty>,72.340,72.13,Z,72.55,N,28 DEC 20,295,.22,W,.23,P,SPY201228P295,.31,P,-.02,0,0,2.08%,97.92%,4.03%,.00,0,-.03,.04,0,27,.225,.00,37.21%,0,<empty>,.225,,
SPY201228C300,0, ,.95,0,<empty>,93.19%,6.81%,13.11%,.04,0,-.06,.09,<empty>,0,.2168,.00,46.12%,67.1582,<empty>,67.375,67.17,C,67.58,A,28 DEC 20,300,.26,W,.27,P,SPY201228P300,.28,Q,-.02,-.08,24,2.46%,97.54%,4.78%,-.01,0,-.03,.05,24,211,.265,.00,35.56%,0,.30,.265,,
SPY201228C305,0, ,.95,0,<empty>,92.91%,7.09%,13.65%,.05,0,-.06,.09,<empty>,0,.2518,.00,42.98%,62.1582,<empty>,62.410,62.21,C,62.61,H,28 DEC 20,305,.31,W,.32,P,SPY201228P305,.45,A,-.02,0,0,2.94%,97.06%,5.70%,-.01,0,-.03,.06,0,117,.315,.00,33.93%,0,<empty>,.315,,
SPY201228C310,0, ,.95,0,<empty>,92.45%,7.55%,14.54%,.06,0,-.06,.10,<empty>,0,.3018,.00,40.10%,57.1582,<empty>,57.460,57.26,N,57.66,A,28 DEC 20,310,.38,P,.39,W,SPY201228P310,.51,E,-.03,0,0,3.59%,96.41%,6.96%,-.01,0,-.04,.07,0,65,.385,.00,32.43%,0,<empty>,.385,,
